year,id_firm,logl,logk,logm,logq,invest
5,410,-.9235712,-.7315865,-.8130338,-1.089486,.4485195
6,410,-1.258032,-1.02664,-.8967841,-1.361355,.2804824
7,410,-1.232793,-1.45384,-1.312922,-1.280744,.3947212
8,410,-.9159419,-1.542358,-1.19455,-1.350258,.3670847
9,410,-1.1943,-1.503267,-1.300571,-1.483065,.2110569
0,411,4.286011,5.162402,3.956135,4.857154,0
1,411,4.281675,5.078591,3.859505,4.662895,182.3669
2,411,4.274538,5.103733,3.629803,4.56554,208.8776
3,411,4.047915,5.209973,3.908844,4.519591,117.5348
4,411,4.132177,5.047688,3.752806,4.45155,122.1152
5,411,4.083153,5.122209,3.35299,4.408935,178.6263
6,411,4.15673,5.002752,3.780722,4.375149,158.6389
7,411,4.172714,4.762969,3.638036,4.338872,169.2833
8,411,4.139274,4.731403,3.602724,4.681314,0
9,411,4.107247,4.899528,3.915143,4.369526,0
0,412,3.184091,3.43956,3.146262,3.509269,25.84957
1,412,3.142688,3.216099,3.068726,3.353566,21.76466
2,412,3.058712,3.198935,2.514458,2.803565,12.97542
3,412,3.066009,3.051992,2.422361,3.315749,12.04486
4,412,3.109895,3.009629,2.804556,3.211819,16.6254
5,412,2.938121,2.834086,2.723936,3.057939,14.16699
6,412,2.94064,2.863283,2.768297,3.218407,0
7,412,2.58629,2.6923,2.363386,2.757458,15.48348
8,412,2.840577,2.835491,2.262769,3.159835,17.54399
9,412,2.753418,2.636077,2.445598,2.921895,0
0,413,.7590126,.8340937,.9530622,1.082014,0
1,413,1.277724,1.051868,1.009494,1.546233,0
2,413,1.21179,1.036614,1.06186,1.399436,2.254825
3,413,1.461083,1.056691,.966013,1.314857,1.729502
4,413,1.591165,.984911,1.070462,1.592632,0
5,413,1.610027,1.04328,1.125095,1.597658,3.608169
6,413,1.539314,1.154385,1.179677,1.878207,4.392881
7,413,1.789212,1.326426,1.382765,1.840203,4.192632
8,413,1.957738,1.451301,1.494385,1.897731,0
9,413,1.984718,1.354758,1.54367,1.962172,5.860448
0,414,1.226776,1.433707,1.577479,1.502654,6.789634
1,414,1.423015,1.672218,1.607778,1.469226,7.447765
2,414,1.32021,1.593608,1.793497,1.392288,6.22832
3,414,1.149984,1.234055,1.453279,1.309983,4.408262
4,414,1.249906,1.238956,1.412684,1.183167,0
5,414,1.37435,1.031189,1.216956,1.328041,3.359034
6,414,1.291671,.9089711,1.529255,1.611141,3.306345
7,414,1.839548,1.458427,1.087413,1.942696,5.787297
8,414,1.910225,1.553486,1.417637,1.683482,6.135085
9,414,1.548775,1.62064,1.576019,1.552893,5.314697
0,415,-.006401,-.8299581,-.4372899,.3081265,.4833982
1,415,-.0206522,-.8792762,-.4263453,.1528559,.677209
2,415,-.3288787,-.7148508,-.3706757,-.169051,1.152025
3,415,-.3191193,-.8528835,-.4952249,-.3028782,.8524257
4,415,-.425885,-.6704475,-.4071951,-.2750698,.7265306
5,415,-.5665446,-.6034168,-.4729931,-.4503333,1.123359
6,415,-.4481795,-.4749305,-.868451,-.1472007,.454409
7,415,-.2154484,-.7026255,-.6221713,-.2144812,.5726121
8,415,-.2814095,-.3232301,-.7751457,-.2872339,.8157902
9,415,-.4776154,-.5838296,-.6696846,-.3578288,.7261354
0,416,-2.232384,-2.590513,-3.756419,-2.258756,0
1,416,-2.388902,-2.988713,-3.163546,-2.425377,0
2,416,-2.027008,-2.156716,-3.196332,-2.145884,.408142
3,416,-1.763888,-1.985011,-2.947789,-1.812507,.1166346
4,416,-1.588417,-1.992357,-3.055297,-1.710054,0
5,416,-1.849432,-1.871839,-2.533011,-1.760838,.1832246
6,416,-1.655472,-1.564413,-2.271776,-1.856672,.8948519
7,416,-1.309814,-1.280128,-2.1691,-1.318131,.4823345
8,416,-1.125109,-1.310549,-2.415402,-1.295438,.3129762
9,416,-1.329154,-.9703206,-2.932588,-1.507904,0
0,417,-.4077842,-.075441,-.3818012,-.2963465,0
1,417,-.3685759,.0394278,-.5287413,-.5426861,.4110417
2,417,-.1954942,.1418442,-.8607235,-.5400466,.8062721
3,417,-.7661026,.0831524,-.8359944,-.9074678,.5029514
4,417,-.516476,-.1256026,-.5864386,-.4502663,1.314272
5,417,-.4023935,-.1381951,-.7905282,-.5064813,1.110117
6,417,-.1944551,-.1196135,-.4461126,-.3564265,1.239691
7,417,-.3268058,-.2995296,-.6138822,-.4189822,0
8,417,-.3328864,-.1040143,-.8528978,-.3452546,.8799377
9,417,-.3202553,-.0280501,-.7092811,-.5431954,1.735783
0,428,3.377044,2.838623,3.336885,3.483203,21.54668
1,428,3.40812,2.974983,3.038346,3.222351,21.60333
2,428,3.363154,2.825865,3.129947,3.321062,19.63383
3,428,3.074672,2.741019,2.92367,3.290636,17.07275
4,428,3.34026,2.822797,3.06434,3.173252,21.04551
5,428,3.386101,2.894552,3.065828,3.267143,0
6,428,3.206356,2.717993,3.256256,3.160391,16.84141
7,428,3.48883,2.808667,3.207481,3.404813,20.4841
8,428,3.33753,2.892937,3.426096,3.385543,22.29509
9,428,3.394054,2.843077,3.152104,3.419856,25.10313
0,430,-.3042507,-.6680615,-.3245701,-.6326046,1.468555
1,430,-.5360107,-.6506857,-.3054295,-.850895,.6469954
2,430,-.954734,-.8560763,-1.186541,-1.373991,.520313
3,430,-1.248191,-1.04957,-1.298717,-1.197915,.1199956
4,430,-1.214552,-1.257231,-1.579351,-1.258958,0
5,430,-1.275798,-1.202826,-1.756849,-1.451958,0
6,430,-1.150666,-1.559765,-1.711496,-1.626036,.1281642
7,430,-1.349411,-1.819989,-1.883405,-1.61672,0
8,430,-1.223702,-2.024537,-1.669284,-1.491151,.2105787
9,430,-.64923,.0347947,-.6855986,-1.165586,.388963
0,436,-.9738081,-1.037411,-.8806857,-1.156631,.3941258
1,436,-.7951043,-1.188936,-.870106,-1.103553,.4577559
2,436,-.8858445,-1.137979,-.9363534,-1.070708,.1742156
3,436,-1.166344,-.9610991,-.7921056,-1.049798,.4163067
4,436,-.9172603,-.8479485,-.2570885,-.9291804,1.107042
5,436,-.6656126,-.641692,-.3043511,-.9571936,.5123405
6,436,-.8730307,-.7054948,-.3499845,-.914239,.5107888
7,436,-.6978322,-.4859841,-.2941046,-.8460667,.7182245
8,436,-.5943553,-.4798529,-.5061845,-.6642108,.8571436
9,436,-.4289847,-.2491223,-.0957873,-.6123143,.8849829
0,437,-2.475518,-2.99097,-1.858898,-1.934953,0
1,437,-2.094531,-3.197174,-2.018231,-1.938288,0
2,437,-2.139011,-2.67042,-2.055605,-1.95096,0
3,437,-1.877959,-2.792445,-2.46327,-1.970656,0
4,437,-1.977461,-2.494189,-2.40398,-1.793577,0
5,437,-1.850698,-2.664407,-1.921773,-1.800143,.1797026
6,437,-1.532591,-2.435115,-2.031589,-1.496344,.2463984
7,437,-1.689387,-2.64861,-1.588677,-1.497035,0
8,437,-1.538819,-2.896218,-1.766386,-1.289739,0
9,437,-1.96357,-3.014734,-1.329363,-2.041719,0
0,440,-3.38807,-2.892982,-3.867388,-3.267514,0
1,440,-3.385915,-3.176095,-3.551443,-3.388122,0
2,440,-3.592029,-3.234547,-3.921311,-3.637821,0
3,440,-3.369007,-3.432638,-4.004539,-3.411166,0
4,440,-3.14856,-3.60901,-4.010378,-3.22611,0
5,440,-3.20026,-3.610162,-3.515427,-3.040653,0
6,440,-3.178339,-3.806817,-3.996162,-3.356936,0
7,440,-3.197671,-3.817767,-3.84513,-3.506981,0
8,440,-3.030401,-3.988915,-3.358222,-3.286911,0
9,440,-2.913806,-3.813721,-3.348968,-3.285629,0
0,441,-2.729816,-2.851914,-2.959425,-2.620052,0
1,441,-2.691989,-2.969918,-3.334106,-2.958405,0
2,441,-2.80026,-3.187838,-2.896908,-2.894377,0
3,441,-2.873349,-2.810683,-3.248262,-2.618457,.1509047
4,441,-2.688158,-3.082453,-2.865162,-2.638186,0
5,441,-2.218374,-2.971833,-2.982395,-2.462157,0
6,441,-2.0749,-2.979424,-3.132284,-2.378439,0
7,441,-2.422293,-3.270961,-3.026312,-2.692972,0
8,441,-2.34198,-3.309441,-2.625624,-2.509889,0
9,441,-2.220008,-3.32127,-2.893527,-2.426502,0
0,445,-1.946034,-2.412223,-2.987176,-2.74233,0
1,445,-1.976378,-2.475038,-4.537024,-2.011883,0
2,445,-1.988399,-2.068188,-3.025412,-2.297441,0
3,445,-2.054802,-2.350194,-3.601526,-1.747638,0
4,445,-2.068293,-2.264042,-4.315567,-1.44965,0
5,445,-1.827798,-2.238813,-4.298605,-1.799883,0
6,445,-2.01712,-2.451842,-3.014937,-2.520098,0
7,445,-2.318091,-2.279283,-2.984077,-2.562618,0
8,445,-2.202894,-2.491895,-3.547815,-2.503022,0
9,445,-2.278395,-2.648898,-4.233363,-1.997322,0
0,450,.5311449,.3762218,.2436959,.4350371,2.375753
1,450,.2982214,.4266092,-.0078891,.3032874,3.142054
2,450,.0630658,.5898262,.0298168,.2142735,3.557588
3,450,.2122183,.4775555,-.0393258,.1912693,1.278192
4,450,.3173731,.4659854,-.1679892,.3706992,.8496782
5,450,.6269201,.282161,-.4141441,-.0378462,.7084417
6,450,.3620596,.4284257,-.2052204,.0528968,.7624272
7,450,.1385247,.1670211,-.3019481,-.0244317,.5115389
8,450,.161817,.0265936,-.2263189,-.2718979,.5838789
9,450,-.1911382,-.2364433,-.2382174,-.8358861,.4147873
0,454,3.186718,3.860005,3.653209,3.246612,0
1,454,2.905452,3.510366,3.182523,3.292162,42.85891
2,454,2.688113,3.842059,3.210384,2.624986,0
3,454,2.69995,3.622743,2.984636,2.809634,23.30553
4,454,2.643024,3.461435,2.940004,2.820512,23.22434
5,454,2.417342,3.412628,2.767188,2.859069,38.34939
6,454,2.392461,3.219981,2.614302,2.823169,25.79019
7,454,2.423593,3.078302,2.582626,2.645006,16.10999
8,454,2.316316,3.076389,2.640002,2.451162,17.40912
9,454,2.182165,3.124261,2.346812,2.575277,24.10161
0,455,-.0436518,-.3238696,.3690647,-.1989178,.4366184
1,455,-.4057958,-.5534907,.0986644,-.9021657,.4968456
2,455,-.3592531,-.5060303,-.2528072,-.7326775,.4536337
3,455,-.3618297,-.3472357,-.3227091,-.7420511,.475363
4,455,-.2961668,-.313695,-.1290054,-.700233,.8698362
5,455,-.3943576,-.2735922,-.6617149,-.5419674,.462278
6,455,-.2606404,-.3439998,-.5004457,-.4763084,.6961508
7,455,-.3461174,-.350702,-.4986814,-.3777198,.8948858
8,455,-.127593,-.5964282,-.2639361,-.4915823,.3033422
9,455,-.3705613,-.5489796,-.3683955,-.4609138,.3756836
0,459,-2.809529,-2.185447,-2.378637,-3.022012,0
1,459,-3.024336,-2.380974,-2.385679,-3.168071,0
2,459,-3.163488,-2.518736,-2.511277,-4.0673,0
3,459,-3.191634,-2.274825,-2.833632,-3.294271,.1467542
4,459,-3.564744,-2.209538,-3.225025,-3.772051,.1316207
5,459,-3.577221,-2.454648,-3.255762,-4.126705,0
6,459,-3.397721,-2.710447,-3.257585,-3.443023,0
7,459,-3.620856,-2.798607,-3.307853,-3.786301,0
8,459,-3.471601,-2.810396,-3.473644,-3.378413,.1283435
9,459,-3.51599,-2.484822,-3.510917,-3.618801,.1287928
0,460,.0819167,.4033449,.7215663,.4114533,1.673068
1,460,.3162407,.4294327,.4605576,.3300716,.9686701
2,460,-.1135129,.1241804,.2899427,.0120296,.6133942
3,460,-.1107389,.0917125,-.088167,.1168361,.4878537
4,460,-.188639,-.1032163,-.1780858,.0360286,1.196114
5,460,.1799739,.2437738,-.0871987,.4107856,.691397
6,460,.1120183,-.1349176,.0398507,-.1236647,.6152344
7,460,-.1410418,-.1321701,-.2701933,-.0326059,.8600453
8,460,-.2842589,-.2467405,-.227281,-.166665,1.240862
9,460,-.1886635,-.7361892,-.5150236,-.5245743,.2010809
0,461,.8292754,-.2648735,.0386872,-.2097247,.2822261
1,461,1.079463,-.2695537,.240216,.5322216,.4958699
2,461,.8479909,-.6521818,.3018337,.203137,.4261166
3,461,.7685072,-.6354261,.0366309,.3293861,.282806
4,461,.9789997,-.2261547,.3671734,.4057953,.5809665
5,461,1.215158,-.2187811,.6479969,.4677655,.7017758
6,461,1.021996,-.4265922,.9111876,-.0849721,.9966502
7,461,1.037137,-.4018089,.5016589,.0045593,.3102845
8,461,.9698063,-.4467883,.6054924,.0081392,.3862804
9,461,.909323,-1.053777,-.1757313,-.407972,.2662852
0,462,-.6398141,-.279115,.8848054,-.4919563,1.335063
1,462,-.5930979,-.3816757,.4659861,-.2014798,1.242385
2,462,-.6861866,-.2738942,.3111162,-.678804,1.723379
3,462,-.6391054,-.2206817,.4135471,-.1976656,1.584386
4,462,-.5688376,-.4458592,.2620847,-.4419172,0
5,462,-.5705355,-.5793148,.2056808,-.2095694,1.5673
6,462,-.6657915,-.4524903,.1920596,-.6285732,.9021445
7,462,-.7584849,-.5386053,.2569496,-.3063244,.8396534
8,462,-.5831702,-.8746904,-.1237084,-.6921516,.596121
9,462,-.6390632,-1.050515,-.0003419,-.6684757,.5401496
0,463,-.8127962,-.8577718,-.5722868,-.8764457,.6673021
1,463,-.8293321,-.6388478,-.8628347,-.8937596,.2141826
2,463,-.90561,-.6641788,-1.102358,-1.072016,.2547683
3,463,-1.040189,-.8285986,-1.260176,-1.026944,.2067195
4,463,-1.0145,-.9689769,-1.379223,-.8604542,.3658703
5,463,-1.010848,-.9998993,-1.37847,-.8521639,.3615461
6,463,-1.048471,-.9103851,-1.321433,-1.004137,.8263264
7,463,-.9403887,-1.000835,-1.378825,-.881671,.4960657
8,463,-.6380453,-1.150475,-1.519458,-1.138702,.1607179
9,463,-.9828221,-1.154894,-1.51574,-.9917297,.1796859
0,464,.1579211,.8188841,.5296818,-.0428763,.607355
1,464,.2178448,.7024147,.2768368,.2807281,.4272637
2,464,-.1964851,.0313596,-.567992,-.2607735,.3727913
3,464,-.2826415,-.3952563,-.6921575,-.3574874,.2516723
4,464,-.470236,-.5741942,-.2828701,-.4418764,.1980735
5,464,-.6912063,-.6160149,-.6111754,-.5910705,.2918414
6,464,-1.245743,-1.582085,-.6068867,-1.168992,.161981
7,464,-.8587017,-1.770991,-.5738686,-.829218,.1509409
8,464,-.1106876,-.9275584,-.1766577,-.2941957,.2570128
9,464,.1483539,.0945793,.4709357,.1952135,.776494
0,465,1.957171,2.080201,1.32868,2.38372,8.327447
1,465,2.015917,1.859666,1.24439,2.100375,9.108343
2,465,1.7453,1.875827,1.269065,1.958612,6.079978
3,465,1.887468,1.547546,.9422497,1.975207,0
4,465,1.833659,1.946664,1.295538,2.024498,5.748028
5,465,1.88449,1.562784,1.238842,1.930757,7.512685
6,465,1.870287,1.822289,1.122996,2.025899,10.00009
7,465,1.887317,1.768656,1.201285,1.920609,0
8,465,1.814378,1.524677,1.375368,1.841854,5.740819
9,465,1.78772,1.896672,1.2597,1.664696,4.677966
0,466,.8692099,2.842301,1.477714,1.28789,14.48683
1,466,.7960178,2.889688,1.306238,1.18541,18.3113
2,466,.6741243,2.827156,1.303165,1.145985,9.602518
3,466,.7600798,2.48069,1.369586,1.361142,4.179378
4,466,.8219066,2.539461,1.163642,1.375999,5.680036
5,466,.9505824,2.755622,1.550066,1.381882,5.713315
6,466,1.065039,2.811939,1.617568,1.583719,9.601616
7,466,1.137381,2.748994,1.492628,1.531363,18.42206
8,466,.8438973,2.717756,1.401418,1.697333,19.01039
9,466,1.079921,3.068089,1.320514,1.777943,34.10634
0,467,-1.256455,-.1701849,-.6224748,-1.331548,1.074429
1,467,-1.253348,-.4024727,-1.03359,-1.554333,0
2,467,-1.52242,-.3039226,-1.194254,-1.940449,.1389836
3,467,-1.476383,-.4364024,-1.408881,-1.402462,0
4,467,-1.12356,-.7402279,-1.31833,-1.237813,.2740034
5,467,-1.427722,-.5938931,-1.201335,-1.424378,.5727372
6,467,-1.300185,-.8193987,-1.364905,-1.263007,.4526639
7,467,-1.303867,-.7138624,-1.054636,-1.677612,.3900074
8,467,-1.309842,-.7528955,-1.392874,-1.323546,.1933081
9,467,-1.459926,-1.040099,-1.24287,-1.301923,.146405
0,468,.2411275,-.3164542,.1806315,.3597662,0
1,468,.2214933,.0575442,.244187,.2363166,.8376938
2,468,.3316182,.2151946,.2433234,.2944956,3.238752
3,468,.3165507,.0532573,.2602969,.3280374,1.004214
4,468,.2610094,-.0593283,.3627388,.4662712,.5878347
5,468,.4506921,-.0925603,.1871154,.6018216,.8419213
6,468,.4140877,-.1330834,.0679171,.4943176,.7430382
7,468,.8371837,-.1956486,.2655658,.5050019,.7247826
8,468,.7620152,-.1439813,.2869948,.5562853,.7333585
9,468,.5682314,-.2110291,.4398767,.5100735,.8284235
0,469,1.612896,1.84616,1.909554,1.683276,5.751376
1,469,1.617023,1.622833,1.650941,1.541287,0
2,469,1.575814,1.732442,1.257122,1.336016,0
3,469,1.268052,1.494097,1.191666,1.244002,2.736693
4,469,1.148518,1.145035,1.063739,1.493144,3.743701
5,469,1.560858,1.341635,1.035362,1.263475,0
6,469,1.276779,1.29766,1.162092,1.226798,2.612792
7,469,1.351029,1.19414,1.496643,1.307528,3.143218
8,469,1.407197,1.25071,1.328768,1.287103,4.585791
9,469,1.309936,1.187622,1.281916,1.308603,4.231896
0,471,1.873714,2.289376,1.485284,1.281606,8.369971
1,471,1.674285,2.23582,1.432423,1.417302,5.719528
2,471,1.684773,2.143866,1.121272,1.01276,2.126753
3,471,1.799484,2.193339,1.268763,1.216241,2.494066
4,471,1.598558,2.05378,1.29453,.9625902,3.34744
5,471,1.524319,1.839103,1.151826,.9911621,2.606942
6,471,2.449147,1.895009,1.726029,1.861185,1.805308
7,471,2.4207,1.971107,2.066523,1.854822,4.46203
8,471,2.187221,1.731403,1.647751,1.664438,2.799094
9,471,2.344622,1.580336,1.632386,1.646715,3.995659
0,472,-1.039108,-2.57821,-.994085,-.9060133,0
1,472,-.5506087,-.7869283,-1.032365,-.7527298,.6321081
2,472,-1.015412,-.7737945,-.7639728,-1.363706,.4425915
3,472,-.8979062,-1.071139,-1.046042,-1.336493,.2552328
4,472,-.8517187,-.6778499,-1.128662,-.8720319,1.896797
5,472,-.82124,-.4758259,-.9838207,-.8021216,.3122662
6,472,-.734201,-.4973511,-.8628748,-.8821521,.3017491
7,472,-.8693253,-.6575958,-.6815643,-.6804305,.4259751
8,472,-.8932101,-.6926293,-.6173353,-.6993312,.7161939
9,472,-.666283,-.4957162,-.6503627,-1.098476,.6774665
0,474,.9210659,-.0419347,.2509489,.7484016,.7749717
1,474,.73858,.0007863,.0075271,.6336777,0
2,474,.3333211,-.2655818,-.1002707,.2844839,0
3,474,.456981,-.3937796,-.2735751,.3267052,.3504915
4,474,.2152824,-.5238575,-.4778685,.1775282,.4023213
5,474,.4177675,-.5555482,-.3726746,.0301055,0
6,474,.2414942,-.6932626,-.455266,-.1976958,.5265133
7,474,.3251591,-.5330032,-.3648469,-.0220614,.6943485
8,474,.0657275,-.5240958,-.3492415,.0523211,.9876955
9,474,.1301385,-.4569494,-.4135098,-.0253456,2.053874
0,475,-4.500966,-4.755476,-3.790789,-4.273384,0
1,475,-4.37852,-4.874069,-4.069618,-4.768382,0
2,475,-4.373312,-5.152262,-3.616618,-4.485708,0
3,475,-4.385321,-5.292251,-3.730785,-4.531164,0
4,475,-4.634025,-4.931874,-3.832972,-4.785119,0
5,475,-4.655616,-5.445792,-3.604847,-4.385493,0
6,475,-3.950068,-4.713844,-3.669694,-3.935246,0
7,475,-4.008454,-4.786841,-3.607107,-3.734039,0
8,475,-3.875396,-4.917153,-3.732583,-3.731579,0
9,475,-4.112822,-5.544047,-4.131011,-4.388237,0
0,476,1.202749,.4694267,1.838249,.4952654,1.006505
1,476,1.286303,.5438608,1.841918,1.00248,1.237035
2,476,1.428134,.3893354,1.918501,1.333303,1.332135
3,476,1.825525,.4511,2.56563,1.697498,2.993279
4,476,1.593317,.5093504,2.264771,1.539358,2.080978
5,476,1.643726,.4883278,2.248262,1.302286,2.577615
6,476,1.626619,.6704473,2.013897,1.217319,2.03729
7,476,1.577972,.5307093,2.086272,1.280536,2.587617
8,476,1.670955,.5889481,2.115874,1.384226,3.065139
9,476,1.591368,.633399,2.099354,1.15304,0
0,477,-.0312148,-.5611564,-.0257128,-.4851119,.2981611
1,477,-.2622522,-.7050843,-.346221,-.5416889,.1182391
2,477,.0083925,-.6904882,-.3487612,-.5246264,.5812592
3,477,-.241199,-.6768902,-.351456,-.5386444,.4466736
4,477,.0916422,-.7096469,-.1769526,-.364095,.7095446
5,477,-.1238898,-.7240213,-.3083013,-.4022909,.5842219
6,477,.1080549,-.6392219,-.4715053,-.5086558,.5346903
7,477,.2726994,-.7882968,-.3821772,-.4210653,.6458794
8,477,.0927503,-.7597765,-.2651523,-.2797051,.3514417
9,477,-.0299268,-.8957377,-.499092,-.3921487,0
0,478,-.814799,-1.448999,-2.014421,-1.873978,.4862271
1,478,-.5951489,-.8002101,-1.740457,-1.429949,1.689826
2,478,-.1656608,-.4886501,-1.642893,-.9257047,1.295108
3,478,-.3241963,-.4619676,-1.3499,-.5711704,.7437027
4,478,-.2451721,-.6422457,-1.046275,-.330566,0
5,478,-.2755805,-.71302,-1.137245,-.254266,.8231074
6,478,-.3684824,-.7820238,-.92269,-1.061578,0
7,478,-.9190388,-.3785619,-.8272525,-1.312116,.4266923
8,478,-1.083956,-.9504036,-.9499918,-1.40426,.4548077
9,478,-1.481019,-1.235486,-1.307726,-1.616949,.43873
0,479,.0597967,1.038829,.4971198,.392104,3.775369
1,479,.070581,.9074381,.4606343,.203638,3.07183
2,479,-.0468687,.9867232,.0762449,.1097492,2.401943
3,479,-.0528976,.9191022,.0083986,.1335614,2.261838
4,479,.0686783,1.111164,.1122636,.3466405,5.935681
5,479,.1979573,1.234385,.3476003,.3253304,3.767817
6,479,-.0698422,.5268646,.250085,.3637864,1.967508
7,479,-.1131052,.4700131,.170359,.0599472,2.320575
8,479,.4002008,1.042574,.5471973,.6114284,0
9,479,.4035349,1.150064,.6648945,.4486828,3.594914
0,481,.4900274,.2316986,-.2339863,.4812516,4.132608
1,481,.3052927,.3805132,-.2335873,.3003362,2.951688
2,481,.2488537,.2522955,-.0385057,.2114681,1.209663
3,481,.1211098,.1882137,-.1448897,.3756817,1.266323
4,481,.1954825,.1752244,-.0432675,.3268654,0
5,481,.3045605,.1687832,.0610301,.4483473,1.321669
6,481,.287411,.0938354,-.0436363,.2050967,.9964717
7,481,.0350567,-.0038482,-.126796,-.0963008,.8496956
8,481,-.0374022,.1311471,-.2647774,.1192532,1.496841
9,481,.0668151,-.0746455,-.2722897,.3067561,.9379277
0,482,-.2622419,-.4767645,-.4870462,-.1158523,.7778142
1,482,-.1706054,-.5432719,-.59916,-.3653793,0
2,482,-.5543818,-.8581837,-.3826519,-.4588419,0
3,482,-.3099334,-.8291758,-.4577729,-.4185641,0
4,482,-.0990509,-.5855844,-.4606429,-.3391724,.4293088
5,482,-.3528113,-.6567994,-.8552123,-.5217097,.6045518
6,482,-.4372281,-.5864908,-.9679508,-.5164169,0
7,482,-.01773,.0173304,-.3118033,-.2386678,.4415507
8,482,.3059735,-.1577923,.0211418,-.0074008,.5783637
9,482,.2938244,.0497152,.268296,-.1813907,.9073298
0,485,5.443477,5.809528,5.996665,5.382584,516.6368
1,485,5.357979,5.915057,5.87958,5.431162,349.7008
2,485,5.292882,5.70232,5.686761,5.43928,390.3553
3,485,5.10283,5.553128,5.642106,5.529885,268.1839
4,485,5.205502,5.490789,5.826851,5.731775,461.5508
5,485,5.266522,5.416068,5.788435,5.474963,0
6,485,5.332375,5.33327,6.031184,5.412329,0
7,485,4.942389,5.516254,5.935401,5.518566,370.1278
8,485,5.070685,5.665445,6.153925,5.543401,0
9,485,5.134378,5.60726,6.02316,5.663192,581.8615
0,486,-1.974529,-2.049558,-2.148839,-1.379956,.6458691
1,486,-1.833953,-1.961847,-2.477551,-1.515148,.1559327
2,486,-1.58824,-2.073763,-2.622814,-1.63655,.10154
3,486,-1.653709,-2.11129,-2.573884,-1.571299,.3348613
4,486,-1.641476,-1.944668,-3.03203,-1.161988,.2610886
5,486,-1.349836,-1.53925,-2.030911,-1.217728,.3667848
6,486,-1.281449,-1.332,-1.383924,-.7970272,.392648
7,486,-1.108814,-1.299414,-1.451003,-.7225179,.527832
8,486,-1.199055,-1.393758,-1.407014,-.7669426,.3603602
9,486,-1.065405,-1.158116,-1.016088,-.3925894,.3746382
0,487,.7425811,2.365947,.7447556,1.508884,15.70735
1,487,.4863639,2.429894,.9013159,1.688936,7.434618
2,487,.9605496,2.612861,.8962091,1.700322,0
3,487,1.8684,2.885271,.6806262,2.121557,0
4,487,1.918471,2.883835,1.821712,2.116435,20.29549
5,487,1.902081,2.825098,1.575684,2.317187,29.83308
6,487,2.113132,3.021904,1.826281,2.449171,39.67103
7,487,1.852337,3.005287,1.824626,2.404712,19.08792
8,487,1.999283,3.540316,1.838811,2.250601,16.59092
9,487,1.22315,2.684677,.7943946,1.840206,8.620855
0,488,1.729667,.8178012,1.171073,2.015998,5.085395
1,488,1.967515,.9534456,1.09855,2.060268,6.013814
2,488,1.712227,1.207467,1.029505,1.628077,4.445939
3,488,1.569708,.9821419,.9586401,1.369203,2.601399
4,488,1.608015,.8374816,.6664435,1.274667,0
5,488,1.450991,.7812366,1.004696,1.220691,2.789674
6,488,1.285664,.6950507,.7185401,.9939688,2.314592
7,488,1.096184,.6648785,.8509411,1.04534,3.260344
8,488,1.229772,.6941204,.6158816,1.086994,1.94707
9,488,1.147374,.2332585,.856159,.9299624,1.95804
0,489,.6363804,.3857598,.2918655,.5031505,1.161879
1,489,.6025098,.0626729,.0090617,.6331881,0
2,489,.3214345,.1422489,-.2814867,.2579235,.8533076
3,489,.3192457,.0275659,-.1386347,.1159874,.5527056
4,489,.5088946,-.0429082,-.0491485,.2500041,0
5,489,.4859618,-.4762575,-.1901,.1222558,.6276736
6,489,-.1744019,-.5708365,-.6447858,-.3240588,.2651072
7,489,-.32734,-.6222035,-.3658865,-.4250385,.418802
8,489,.046497,-.5523012,-.5889772,-.3668492,.4677494
9,489,-.1513604,-.5981301,-.5637577,-.4115624,.353129
0,491,-2.038128,-2.702145,-2.661096,-1.710358,.1183199
1,491,-1.768949,-1.370046,-3.112434,-1.706654,1.100957
2,491,-1.823156,-1.613689,-3.13741,-1.472481,0
3,491,-1.713092,-1.656698,-3.824705,-1.505201,.1885739
4,491,-1.716235,-1.603964,-2.896907,-1.43468,0
5,491,-1.327522,-1.689079,-2.845708,-.984928,.1387636
6,491,-1.498423,-1.432031,-2.164225,-1.309318,.102151
7,491,-.844717,-1.159893,-1.529312,-1.193887,.5058005
8,491,-1.156384,-1.157982,-1.780719,-1.222597,0
9,491,-1.130612,-1.184179,-1.756002,-1.201433,.3957599
0,492,.6264211,.8580155,.8893278,.7213391,1.69233
1,492,.4544061,.5789115,1.130176,.8194544,0
2,492,.6372362,.9796968,.7424028,.7286574,2.440254
3,492,.588669,.881748,1.204342,.6135533,2.009552
4,492,.6869773,.758472,1.044116,.7638113,1.638569
5,492,.680725,.8665879,1.092609,.8301301,1.738967
6,492,.727569,.7424462,1.110489,.6831394,1.47643
7,492,.8799027,.7363199,1.107743,.7974114,2.995864
8,492,.9482792,.968327,.9533324,.7954872,3.739498
9,492,.8882653,1.020877,1.281582,.7231935,3.497052
0,494,-1.623818,-2.026144,-2.173109,-1.721473,0
1,494,-1.697252,-2.129043,-2.167633,-1.791953,.156397
2,494,-1.95121,-1.977377,-2.123375,-2.096457,.2516305
3,494,-1.45085,-2.019596,-2.534579,-1.929927,.1732207
4,494,-1.311636,-2.22585,-2.356667,-1.683824,.2492759
5,494,-2.002999,-1.862568,-2.340574,-2.253885,.1759425
6,494,-1.993396,-2.223539,-3.095284,-1.974697,.1015881
